LH_VisCent_Striate,1
LH_VisCent_ExStr,2
LH_VisPeri_Striate,3
LH_VisPeri_ExStrInf,4
LH_VisPeri_ExStrSup,5
LH_SomMotA,6
LH_SomMotB_Cent,7
LH_SomMotB_S2,8
LH_SomMotB_Ins,9
LH_SomMotB_Aud,10
LH_DorsAttnA_TempOcc,11
LH_DorsAttnA_ParOcc,12
LH_DorsAttnA_SPL,13
LH_DorsAttnB_TempOcc,14
LH_DorsAttnB_PostC,15
LH_DorsAttnB_FEF,16
LH_DorsAttnB_PrCv,17
LH_SalVentAttnA_ParOper,18
LH_SalVentAttnA_PrCv,19
LH_SalVentAttnA_Ins,20
LH_SalVentAttnA_ParMed,21
LH_SalVentAttnA_FrMed,22
LH_SalVentAttnB_IPL,23
LH_SalVentAttnB_PFCd,24
LH_SalVentAttnB_PFCl,25
LH_SalVentAttnB_PFCv,26
LH_SalVentAttnB_OFC,27
LH_SalVentAttnB_PFCmp,28
LH_Limbic_TempPole,29
LH_Limbic_OFC,30
LH_ContA_Temp,31
LH_ContA_IPS,32
LH_ContA_PFCd,33
LH_ContA_PFCl,34
LH_ContA_PFClv,35
LH_ContA_Cinga,36
LH_ContB_Temp,37
LH_ContB_IPL,38
LH_ContB_PFCd,39
LH_ContB_PFCl,40
LH_ContB_PFClv,41
LH_ContB_PFCmp,42
LH_ContC_pCun,43
LH_ContC_Cingp,44
LH_DefaultA_IPL,45
LH_DefaultA_PFCd,46
LH_DefaultA_PCC,47
LH_DefaultA_PFCm,48
LH_DefaultB_Temp,49
LH_DefaultB_IPL,50
LH_DefaultB_PFCd,51
LH_DefaultB_PFCl,52
LH_DefaultB_PFCv,53
LH_DefaultC_IPL,54
LH_DefaultC_Rsp,55
LH_DefaultC_PHC,56
LH_TempPar,57
RH_VisCent_Striate,58
RH_VisCent_ExStr,59
RH_VisPeri_Striate,60
RH_VisPeri_ExStrInf,61
RH_VisPeri_ExStrSup,62
RH_SomMotA,63
RH_SomMotB_Cent,64
RH_SomMotB_S2,65
RH_SomMotB_Ins,66
RH_SomMotB_Aud,67
RH_DorsAttnA_TempOcc,68
RH_DorsAttnA_ParOcc,69
RH_DorsAttnA_SPL,70
RH_DorsAttnB_TempOcc,71
RH_DorsAttnB_PostC,72
RH_DorsAttnB_FEF,73
RH_DorsAttnB_PrCv,74
RH_SalVentAttnA_ParOper,75
RH_SalVentAttnA_PrC,76
RH_SalVentAttnA_PrCv,77
RH_SalVentAttnA_Ins,78
RH_SalVentAttnA_ParMed,79
RH_SalVentAttnA_FrMed,80
RH_SalVentAttnB_IPL,81
RH_SalVentAttnB_PFCd,82
RH_SalVentAttnB_PFCl,83
RH_SalVentAttnB_PFClv,84
RH_SalVentAttnB_PFCv,85
RH_SalVentAttnB_PFCmp,86
RH_SalVentAttnB_Cinga,87
RH_Limbic_TempPole,88
RH_Limbic_OFC,89
RH_ContA_Temp,90
RH_ContA_IPS,91
RH_ContA_PFCd,92
RH_ContA_PFCl,93
RH_ContA_Cinga,94
RH_ContB_Temp,95
RH_ContB_IPL,96
RH_ContB_PFCld,97
RH_ContB_PFClv,98
RH_ContB_PFCmp,99
RH_ContC_pCun,100
RH_ContC_Cingp,101
RH_DefaultA_Temp,102
RH_DefaultA_IPL,103
RH_DefaultA_PFCd,104
RH_DefaultA_PCC,105
RH_DefaultA_PFCm,106
RH_DefaultB_Temp,107
RH_DefaultB_AntTemp,108
RH_DefaultB_PFCd,109
RH_DefaultB_PFCv,110
RH_DefaultC_IPL,111
RH_DefaultC_Rsp,112
RH_DefaultC_PHC,113
RH_TempPar,114
striatum_limbic,201
striatum_executive,202
striatum_rostral_motor,203
striatum_caudal_motor,204
striatum_parietal,205
striatum_occipital,206
striatum_temporal,207
